节点名,父节点,类型,组件,资源,备注,pos_x,pos_y,width,height,anchor_x,anchor_y,opacity,visible,scale_x,scale_y,rotation,layout,padding,spacing,font_size,color,align,overflow,line_height,size_mode,trim,transition,zoom_scale,target,default_clip,play_on_load,default_skin,default_anim,loop,premultiplied_alpha,AI_Image_Prompt_Element_Specific
ShopPage,,Node,,,商店页根节点,0,0,750,1334,0.5,0.5,255,true,1,1,0,,,,,,,,,,,,,,,,,,,,"N/A"
ShopItemPriceIcon1,ShopItemPrice1,Sprite,,coin_small.png,价格图标1,-30,0,20,20,0.5,0.5,255,true,1,1,0,,,,,,,,trim,true,,,,,,,,,,"A small golden coin icon in Chinese ink painting style. The coin has traditional Chinese patterns with flowing brush strokes and metallic gold effect. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
ShopItemPriceLabel1,ShopItemPrice1,Label,,,价格文本1,0,0,50,30,0,0.5,255,true,1,1,0,,,,18,#FFD700,left,none,22,,,,,,,,,,,"A horizontal ink stroke suggesting a numerical value, with subtle golden glow effect. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
ShopItemRarity1,ShopItem1,Sprite,,rarity_rare.png,商品稀有度1,0,-70,80,20,0.5,0.5,255,true,1,1,0,,,,,,,,trim,true,,,,,,,,,,"A rare rarity indicator in Chinese ink painting style. The indicator has a more elaborate design with flowing brush strokes and a subtle blue tint with particle effects. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
ShopItemBuyButton1,ShopItem1,Button,Button,buy_btn.png,购买按钮1,0,-100,100,40,0.5,0.5,255,true,1,1,0,,,,,,,,,,,color,1.1,ShopItemBuyButton1,,,,,,,"A traditional Chinese style button with soft rounded corners and subtle decorative elements. The button has a jade green gradient with elegant brush stroke borders. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
ShopItemBuyLabel1,ShopItemBuyButton1,Label,,,购买文本1,0,0,100,40,0.5,0.5,255,true,1,1,0,,,,20,#FFFFFF,center,none,24,,,,,,,,,,,"A horizontal ink stroke suggesting a short text label, with varying thickness to create a natural handwritten appearance. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
ShopItem2,ShopItemsGrid,Node,,,商品项2,0,300,200,250,0.5,0.5,255,true,1,1,0,vertical,5,10,,,,,,,,,,,,,,,,,"N/A"
ShopItemBg2,ShopItem2,Sprite,,shop_item_bg.png,商品背景2,0,0,200,250,0.5,0.5,255,true,1,1,0,,,,,,,,trim,true,,,,,,,,,,"A shop item card in Chinese ink painting style. The card has a traditional scroll or plaque design with elegant brush stroke borders and subtle rice paper texture. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
ShopItemImage2,ShopItem2,Sprite,,shop_item_image_2.png,商品图片2,0,70,150,150,0.5,0.5,255,true,1,1,0,,,,,,,,trim,true,,,,,,,,,,"A panda food item in Chinese ink painting style. The item has flowing brush strokes with varying opacity and a subtle green tint. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
ShopItemName2,ShopItem2,Label,,,商品名称2,0,0,180,40,0.5,0.5,255,true,1,1,0,,,,20,#1A5F4A,center,none,24,,,,,,,,,,,"A horizontal ink stroke suggesting an item name text, with varying thickness to create a natural handwritten appearance. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
ShopItemPrice2,ShopItem2,Node,,,商品价格2,0,-40,100,30,0.5,0.5,255,true,1,1,0,horizontal,0,5,,,,,,,,,,,,,,,,,"N/A"
ShopItemPriceIcon2,ShopItemPrice2,Sprite,,coin_small.png,价格图标2,-30,0,20,20,0.5,0.5,255,true,1,1,0,,,,,,,,trim,true,,,,,,,,,,"A small golden coin icon in Chinese ink painting style. The coin has traditional Chinese patterns with flowing brush strokes and metallic gold effect. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
ShopItemPriceLabel2,ShopItemPrice2,Label,,,价格文本2,0,0,50,30,0,0.5,255,true,1,1,0,,,,18,#FFD700,left,none,22,,,,,,,,,,,"A horizontal ink stroke suggesting a numerical value, with subtle golden glow effect. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
ShopItemRarity2,ShopItem2,Sprite,,rarity_common.png,商品稀有度2,0,-70,80,20,0.5,0.5,255,true,1,1,0,,,,,,,,trim,true,,,,,,,,,,"A common rarity indicator in Chinese ink painting style. The indicator has a simple design with flowing brush strokes and a subtle blue tint. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
ShopItemBuyButton2,ShopItem2,Button,Button,buy_btn.png,购买按钮2,0,-100,100,40,0.5,0.5,255,true,1,1,0,,,,,,,,,,,color,1.1,ShopItemBuyButton2,,,,,,,"A traditional Chinese style button with soft rounded corners and subtle decorative elements. The button has a jade green gradient with elegant brush stroke borders. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
ShopItemBuyLabel2,ShopItemBuyButton2,Label,,,购买文本2,0,0,100,40,0.5,0.5,255,true,1,1,0,,,,20,#FFFFFF,center,none,24,,,,,,,,,,,"A horizontal ink stroke suggesting a short text label, with varying thickness to create a natural handwritten appearance. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
ShopItem3,ShopItemsGrid,Node,,,商品项3,200,300,200,250,0.5,0.5,255,true,1,1,0,vertical,5,10,,,,,,,,,,,,,,,,,"N/A"
ShopItemBg3,ShopItem3,Sprite,,shop_item_bg_epic.png,商品背景3,0,0,200,250,0.5,0.5,255,true,1,1,0,,,,,,,,trim,true,,,,,,,,,,"An epic shop item card in Chinese ink painting style. The card has a traditional scroll or plaque design with elegant brush stroke borders and subtle purple gradient. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
ShopItemImage3,ShopItem3,Sprite,,shop_item_image_3.png,商品图片3,0,70,150,150,0.5,0.5,255,true,1,1,0,,,,,,,,trim,true,,,,,,,,,,"A panda skin item in Chinese ink painting style. The item has flowing brush strokes with varying opacity and a subtle purple tint. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
ShopItemName3,ShopItem3,Label,,,商品名称3,0,0,180,40,0.5,0.5,255,true,1,1,0,,,,20,#8A2BE2,center,none,24,,,,,,,,,,,"A horizontal ink stroke suggesting an item name text with purple color, with varying thickness to create a natural handwritten appearance. The stroke has subtle purple glow effects. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
ShopItemPrice3,ShopItem3,Node,,,商品价格3,0,-40,100,30,0.5,0.5,255,true,1,1,0,horizontal,0,5,,,,,,,,,,,,,,,,,"N/A"
ShopItemPriceIcon3,ShopItemPrice3,Sprite,,diamond_small.png,价格图标3,-30,0,20,20,0.5,0.5,255,true,1,1,0,,,,,,,,trim,true,,,,,,,,,,"A small diamond icon in Chinese ink painting style. The diamond has a crystalline appearance with flowing brush strokes and blue-white color effect. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
ShopItemPriceLabel3,ShopItemPrice3,Label,,,价格文本3,0,0,50,30,0,0.5,255,true,1,1,0,,,,18,#00BFFF,left,none,22,,,,,,,,,,,"A horizontal ink stroke suggesting a numerical value, with subtle blue glow effect. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
ShopItemRarity3,ShopItem3,Sprite,,rarity_epic.png,商品稀有度3,0,-70,80,20,0.5,0.5,255,true,1,1,0,,,,,,,,trim,true,,,,,,,,,,"An epic rarity indicator in Chinese ink painting style. The indicator has an elaborate design with flowing brush strokes and a subtle purple tint with particle effects. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
ShopItemBuyButton3,ShopItem3,Button,Button,buy_btn.png,购买按钮3,0,-100,100,40,0.5,0.5,255,true,1,1,0,,,,,,,,,,,color,1.1,ShopItemBuyButton3,,,,,,,"A traditional Chinese style button with soft rounded corners and subtle decorative elements. The button has a jade green gradient with elegant brush stroke borders. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
ShopItemBuyLabel3,ShopItemBuyButton3,Label,,,购买文本3,0,0,100,40,0.5,0.5,255,true,1,1,0,,,,20,#FFFFFF,center,none,24,,,,,,,,,,,"A horizontal ink stroke suggesting a short text label, with varying thickness to create a natural handwritten appearance. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
ShopItem4,ShopItemsGrid,Node,,,商品项4,-200,0,200,250,0.5,0.5,255,true,1,1,0,vertical,5,10,,,,,,,,,,,,,,,,,"N/A"
ShopItemBg4,ShopItem4,Sprite,,shop_item_bg_vip.png,商品背景4,0,0,200,250,0.5,0.5,255,true,1,1,0,,,,,,,,trim,true,,,,,,,,,,"A VIP shop item card in Chinese ink painting style. The card has a traditional scroll or plaque design with elegant brush stroke borders and subtle golden gradient with particle effects. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
ShopItemImage4,ShopItem4,Sprite,,shop_item_image_4.png,商品图片4,0,70,150,150,0.5,0.5,255,true,1,1,0,,,,,,,,trim,true,,,,,,,,,,"A VIP panda skin item in Chinese ink painting style. The item has flowing brush strokes with varying opacity and a subtle golden tint with particle effects. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
VipBadgeSmall4,ShopItem4,Sprite,,vip_badge_small.png,VIP标识4,60,100,40,30,0.5,0.5,255,true,1,1,0,,,,,,,,trim,true,,,,,,,,,,"A small luxurious VIP badge in Chinese ink painting style with golden elements. The badge has an elegant shape with flowing brush strokes and subtle particle effects. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
ShopItemName4,ShopItem4,Label,,,商品名称4,0,0,180,40,0.5,0.5,255,true,1,1,0,,,,20,#B8860B,center,none,24,,,,,,,,,,,"A horizontal ink stroke suggesting an item name text with golden color, with varying thickness to create a natural handwritten appearance. The stroke has subtle golden glow effects. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
ShopItemPrice4,ShopItem4,Node,,,商品价格4,0,-40,100,30,0.5,0.5,255,true,1,1,0,horizontal,0,5,,,,,,,,,,,,,,,,,"N/A"
ShopItemPriceIcon4,ShopItemPrice4,Sprite,,diamond_small.png,价格图标4,-30,0,20,20,0.5,0.5,255,true,1,1,0,,,,,,,,trim,true,,,,,,,,,,"A small diamond icon in Chinese ink painting style. The diamond has a crystalline appearance with flowing brush strokes and blue-white color effect. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
ShopItemPriceLabel4,ShopItemPrice4,Label,,,价格文本4,0,0,50,30,0,0.5,255,true,1,1,0,,,,18,#00BFFF,left,none,22,,,,,,,,,,,"A horizontal ink stroke suggesting a numerical value, with subtle blue glow effect. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
ShopItemRarity4,ShopItem4,Sprite,,rarity_legendary.png,商品稀有度4,0,-70,80,20,0.5,0.5,255,true,1,1,0,,,,,,,,trim,true,,,,,,,,,,"A legendary rarity indicator in Chinese ink painting style. The indicator has a very elaborate design with flowing brush strokes and a subtle golden tint with particle effects. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
ShopItemBuyButton4,ShopItem4,Button,Button,buy_btn_vip.png,购买按钮4,0,-100,100,40,0.5,0.5,255,true,1,1,0,,,,,,,,,,,color,1.1,ShopItemBuyButton4,,,,,,,"A luxurious Chinese style button with soft rounded corners and elaborate golden decorative elements. The button has a golden gradient with elegant brush stroke borders and subtle particle effects. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
ShopItemBuyLabel4,ShopItemBuyButton4,Label,,,购买文本4,0,0,100,40,0.5,0.5,255,true,1,1,0,,,,20,#FFFFFF,center,none,24,,,,,,,,,,,"A horizontal ink stroke suggesting a short text label, with varying thickness to create a natural handwritten appearance. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
ShopItem5,ShopItemsGrid,Node,,,商品项5,0,0,200,250,0.5,0.5,255,true,1,1,0,vertical,5,10,,,,,,,,,,,,,,,,,"N/A"
ShopItemBg5,ShopItem5,Sprite,,shop_item_bg_discount.png,商品背景5,0,0,200,250,0.5,0.5,255,true,1,1,0,,,,,,,,trim,true,,,,,,,,,,"A discounted shop item card in Chinese ink painting style. The card has a traditional scroll or plaque design with elegant brush stroke borders and subtle red gradient. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
ShopItemImage5,ShopItem5,Sprite,,shop_item_image_5.png,商品图片5,0,70,150,150,0.5,0.5,255,true,1,1,0,,,,,,,,trim,true,,,,,,,,,,"A home decoration item in Chinese ink painting style. The item has flowing brush strokes with varying opacity and a subtle jade green tint. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
DiscountTag5,ShopItem5,Sprite,,discount_tag.png,折扣标签5,60,100,60,40,0.5,0.5,255,true,1,1,0,,,,,,,,trim,true,,,,,,,,,,"A discount tag in Chinese ink painting style. The tag has a traditional Chinese design with flowing brush strokes and a subtle red tint. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
ShopItemName5,ShopItem5,Label,,,商品名称5,0,0,180,40,0.5,0.5,255,true,1,1,0,,,,20,#1A5F4A,center,none,24,,,,,,,,,,,"A horizontal ink stroke suggesting an item name text, with varying thickness to create a natural handwritten appearance. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
ShopItemPrice5,ShopItem5,Node,,,商品价格5,0,-40,100,30,0.5,0.5,255,true,1,1,0,horizontal,0,5,,,,,,,,,,,,,,,,,"N/A"
ShopItemPriceIcon5,ShopItemPrice5,Sprite,,coin_small.png,价格图标5,-30,0,20,20,0.5,0.5,255,true,1,1,0,,,,,,,,trim,true,,,,,,,,,,"A small golden coin icon in Chinese ink painting style. The coin has traditional Chinese patterns with flowing brush strokes and metallic gold effect. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
ShopItemPriceLabel5,ShopItemPrice5,Label,,,价格文本5,0,0,50,30,0,0.5,255,true,1,1,0,,,,18,#FFD700,left,none,22,,,,,,,,,,,"A horizontal ink stroke suggesting a numerical value, with subtle golden glow effect. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
ShopItemOriginalPrice5,ShopItem5,Label,,,原价文本5,0,-60,100,30,0.5,0.5,200,true,1,1,0,,,,16,#999999,center,none,20,,,,,,,,,,,"A horizontal ink stroke suggesting a numerical value with strikethrough effect, with muted gray color. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
ShopItemRarity5,ShopItem5,Sprite,,rarity_rare.png,商品稀有度5,0,-80,80,20,0.5,0.5,255,true,1,1,0,,,,,,,,trim,true,,,,,,,,,,"A rare rarity indicator in Chinese ink painting style. The indicator has a more elaborate design with flowing brush strokes and a subtle blue tint with particle effects. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
ShopItemBuyButton5,ShopItem5,Button,Button,buy_btn.png,购买按钮5,0,-110,100,40,0.5,0.5,255,true,1,1,0,,,,,,,,,,,color,1.1,ShopItemBuyButton5,,,,,,,"A traditional Chinese style button with soft rounded corners and subtle decorative elements. The button has a jade green gradient with elegant brush stroke borders. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
ShopItemBuyLabel5,ShopItemBuyButton5,Label,,,购买文本5,0,0,100,40,0.5,0.5,255,true,1,1,0,,,,20,#FFFFFF,center,none,24,,,,,,,,,,,"A horizontal ink stroke suggesting a short text label, with varying thickness to create a natural handwritten appearance. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
LimitedTimeContainer,ShopPage,Node,,,限时商品容器,0,-400,700,150,0.5,0.5,255,true,1,1,0,vertical,10,10,,,,,,,,,,,,,,,,,"N/A"
LimitedTimeTitle,LimitedTimeContainer,Label,,,限时商品标题,0,60,700,40,0.5,0.5,255,true,1,1,0,,,,28,#B8860B,center,none,32,,,,,,,,,,,"A horizontal ink stroke suggesting a section title text with golden color, with varying thickness to create a natural handwritten appearance. The stroke has subtle golden glow effects and decorative elements on both sides. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
LimitedTimeItem,LimitedTimeContainer,Node,,,限时商品项,0,-20,650,100,0.5,0.5,255,true,1,1,0,,,,,,,,,,,,,,,,,,,,"N/A"
LimitedTimeItemBg,LimitedTimeItem,Sprite,,limited_time_bg.png,限时商品背景,0,0,650,100,0.5,0.5,255,true,1,1,0,,,,,,,,trim,true,,,,,,,,,,"A luxurious limited-time offer background in Chinese ink painting style. The background has a traditional scroll design with elegant brush stroke borders and subtle golden gradient with particle effects. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
LimitedTimeItemImage,LimitedTimeItem,Sprite,,limited_time_image.png,限时商品图片,-250,0,80,80,0.5,0.5,255,true,1,1,0,,,,,,,,trim,true,,,,,,,,,,"A legendary panda skin item in Chinese ink painting style. The item has flowing brush strokes with varying opacity and a subtle golden tint with particle effects. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
LimitedTimeItemName,LimitedTimeItem,Label,,,限时商品名称,-100,20,300,40,0,0.5,255,true,1,1,0,,,,24,#B8860B,left,none,28,,,,,,,,,,,"A horizontal ink stroke suggesting an item name text with golden color, with varying thickness to create a natural handwritten appearance. The stroke has subtle golden glow effects. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
LimitedTimeItemDesc,LimitedTimeItem,Label,,,限时商品描述,-100,-20,300,40,0,0.5,200,true,1,1,0,,,,20,#333333,left,none,24,,,,,,,,,,,"A horizontal ink stroke suggesting a description text, with varying thickness to create a natural handwritten appearance. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
LimitedTimeItemPrice,LimitedTimeItem,Node,,,限时商品价格,200,0,100,30,0.5,0.5,255,true,1,1,0,horizontal,0,5,,,,,,,,,,,,,,,,,"N/A"
