节点名,父节点,类型,组件,资源,备注,pos_x,pos_y,width,height,anchor_x,anchor_y,opacity,visible,scale_x,scale_y,rotation,layout,padding,spacing,font_size,color,align,overflow,line_height,size_mode,trim,transition,zoom_scale,target,default_clip,play_on_load,default_skin,default_anim,loop,premultiplied_alpha,AI_Image_Prompt_Element_Specific
NotificationPage,,Node,,,通知中心/消息页根节点,0,0,750,1334,0.5,0.5,255,true,1,1,0,,,,,,,,,,,,,,,,,,,,"N/A"
MessageLabel,MessageTab,Label,,,消息文本,0,0,180,60,0.5,0.5,255,true,1,1,0,,,,24,#333333,center,none,28,,,,,,,,,,,"A horizontal ink stroke suggesting a tab label text, with varying thickness to create a natural handwritten appearance. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
ContentContainer,NotificationPage,Node,,,内容容器,0,0,700,900,0.5,0.5,255,true,1,1,0,,,,,,,,,,,,,,,,,,,,"N/A"

SystemContent,ContentContainer,Node,,,系统内容,0,0,700,900,0.5,0.5,255,true,1,1,0,vertical,20,30,,,,,,,,,,,,,,,,,"N/A"
SystemScrollView,SystemContent,ScrollView,,,系统滚动视图,0,0,700,900,0.5,0.5,255,true,1,1,0,vertical,20,30,,,,,,,,,,,,,,,,,"N/A"
SystemNotificationItem1,SystemScrollView,Node,,,系统通知项1,0,350,650,150,0.5,0.5,255,true,1,1,0,,,,,,,,,,,,,,,,,,,,"N/A"
SystemNotificationItemBg1,SystemNotificationItem1,Sprite,,notification_item_bg.png,系统通知项背景1,0,0,650,150,0.5,0.5,255,true,1,1,0,,,,,,,,trim,true,,,,,,,,,,"A notification item card in Chinese ink painting style. The card has a traditional scroll or plaque design with elegant brush stroke borders and subtle rice paper texture. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
SystemNotificationItemIcon1,SystemNotificationItem1,Sprite,,system_notification_icon.png,系统通知项图标1,-250,0,80,80,0.5,0.5,255,true,1,1,0,,,,,,,,trim,true,,,,,,,,,,"A system notification icon in Chinese ink painting style. The icon depicts a traditional Chinese symbol with flowing brush strokes and subtle jade green tint. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
SystemNotificationItemTitle1,SystemNotificationItem1,Label,,,系统通知项标题1,-150,50,400,40,0,0.5,255,true,1,1,0,,,,22,#1A5F4A,left,none,26,,,,,,,,,,,"A horizontal ink stroke suggesting a notification title text, with varying thickness to create a natural handwritten appearance. The stroke has subtle ink wash effects. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
SystemNotificationItemContent1,SystemNotificationItem1,Label,,,系统通知项内容1,-150,0,400,60,0,0.5,255,true,1,1,0,,,,18,#333333,left,none,22,,,,,,,,,,,"A horizontal ink stroke suggesting a notification content text, with varying thickness to create a natural handwritten appearance. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
SystemNotificationItemTime1,SystemNotificationItem1,Label,,,系统通知项时间1,-150,-40,200,30,0,0.5,200,true,1,1,0,,,,16,#666666,left,none,20,,,,,,,,,,,"A horizontal ink stroke suggesting a time text, with varying thickness to create a natural handwritten appearance. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
SystemNotificationItem2,SystemScrollView,Node,,,系统通知项2,0,180,650,150,0.5,0.5,255,true,1,1,0,,,,,,,,,,,,,,,,,,,,"N/A"
SystemNotificationItemBg2,SystemNotificationItem2,Sprite,,notification_item_bg.png,系统通知项背景2,0,0,650,150,0.5,0.5,255,true,1,1,0,,,,,,,,trim,true,,,,,,,,,,"A notification item card in Chinese ink painting style. The card has a traditional scroll or plaque design with elegant brush stroke borders and subtle rice paper texture. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
SystemNotificationItemIcon2,SystemNotificationItem2,Sprite,,system_notification_icon.png,系统通知项图标2,-250,0,80,80,0.5,0.5,255,true,1,1,0,,,,,,,,trim,true,,,,,,,,,,"A system notification icon in Chinese ink painting style. The icon depicts a traditional Chinese symbol with flowing brush strokes and subtle jade green tint. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
SystemNotificationItemTitle2,SystemNotificationItem2,Label,,,系统通知项标题2,-150,50,400,40,0,0.5,255,true,1,1,0,,,,22,#1A5F4A,left,none,26,,,,,,,,,,,"A horizontal ink stroke suggesting a notification title text, with varying thickness to create a natural handwritten appearance. The stroke has subtle ink wash effects. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
SystemNotificationItemContent2,SystemNotificationItem2,Label,,,系统通知项内容2,-150,0,400,60,0,0.5,255,true,1,1,0,,,,18,#333333,left,none,22,,,,,,,,,,,"A horizontal ink stroke suggesting a notification content text, with varying thickness to create a natural handwritten appearance. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
SystemNotificationItemTime2,SystemNotificationItem2,Label,,,系统通知项时间2,-150,-40,200,30,0,0.5,200,true,1,1,0,,,,16,#666666,left,none,20,,,,,,,,,,,"A horizontal ink stroke suggesting a time text, with varying thickness to create a natural handwritten appearance. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
SystemNotificationItem3,SystemScrollView,Node,,,系统通知项3,0,10,650,150,0.5,0.5,255,true,1,1,0,,,,,,,,,,,,,,,,,,,,"N/A"
SystemNotificationItemBg3,SystemNotificationItem3,Sprite,,notification_item_bg.png,系统通知项背景3,0,0,650,150,0.5,0.5,255,true,1,1,0,,,,,,,,trim,true,,,,,,,,,,"A notification item card in Chinese ink painting style. The card has a traditional scroll or plaque design with elegant brush stroke borders and subtle rice paper texture. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
SystemNotificationItemIcon3,SystemNotificationItem3,Sprite,,system_notification_icon.png,系统通知项图标3,-250,0,80,80,0.5,0.5,255,true,1,1,0,,,,,,,,trim,true,,,,,,,,,,"A system notification icon in Chinese ink painting style. The icon depicts a traditional Chinese symbol with flowing brush strokes and subtle jade green tint. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
SystemNotificationItemTitle3,SystemNotificationItem3,Label,,,系统通知项标题3,-150,50,400,40,0,0.5,255,true,1,1,0,,,,22,#1A5F4A,left,none,26,,,,,,,,,,,"A horizontal ink stroke suggesting a notification title text, with varying thickness to create a natural handwritten appearance. The stroke has subtle ink wash effects. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
SystemNotificationItemContent3,SystemNotificationItem3,Label,,,系统通知项内容3,-150,0,400,60,0,0.5,255,true,1,1,0,,,,18,#333333,left,none,22,,,,,,,,,,,"A horizontal ink stroke suggesting a notification content text, with varying thickness to create a natural handwritten appearance. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
SystemNotificationItemTime3,SystemNotificationItem3,Label,,,系统通知项时间3,-150,-40,200,30,0,0.5,200,true,1,1,0,,,,16,#666666,left,none,20,,,,,,,,,,,"A horizontal ink stroke suggesting a time text, with varying thickness to create a natural handwritten appearance. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
SystemEmptyState,SystemScrollView,Node,,,系统空状态,0,0,650,700,0.5,0.5,0,false,1,1,0,vertical,10,20,,,,,,,,,,,,,,,,,"N/A"
SystemEmptyImage,SystemEmptyState,Sprite,,system_empty.png,系统空图片,0,100,300,300,0.5,0.5,255,true,1,1,0,,,,,,,,trim,true,,,,,,,,,,"An empty state illustration in Chinese ink painting style. The illustration depicts a blank scroll or empty bamboo slip with subtle ink wash effects. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
SystemEmptyText,SystemEmptyState,Label,,,系统空文本,0,-50,500,100,0.5,0.5,255,true,1,1,0,,,,24,#666666,center,none,28,,,,,,,,,,,"A horizontal ink stroke suggesting an empty state text, with varying thickness to create a natural handwritten appearance. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."

MessageContent,ContentContainer,Node,,,消息内容,0,0,700,900,0.5,0.5,0,false,1,1,0,vertical,20,30,,,,,,,,,,,,,,,,,"N/A"
MessageScrollView,MessageContent,ScrollView,,,消息滚动视图,0,0,700,900,0.5,0.5,255,true,1,1,0,vertical,20,30,,,,,,,,,,,,,,,,,"N/A"
MessageItem1,MessageScrollView,Node,,,消息项1,0,350,650,150,0.5,0.5,255,true,1,1,0,,,,,,,,,,,,,,,,,,,,"N/A"
MessageItemBg1,MessageItem1,Sprite,,message_item_bg.png,消息项背景1,0,0,650,150,0.5,0.5,255,true,1,1,0,,,,,,,,trim,true,,,,,,,,,,"A message item card in Chinese ink painting style. The card has a traditional scroll or plaque design with elegant brush stroke borders and subtle rice paper texture. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
MessageItemAvatar1,MessageItem1,Sprite,,message_avatar.png,消息项头像1,-250,0,80,80,0.5,0.5,255,true,1,1,0,,,,,,,,trim,true,,,,,,,,,,"A user avatar in Chinese ink painting style. The avatar depicts a stylized user silhouette with flowing brush strokes. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
MessageItemName1,MessageItem1,Label,,,消息项名称1,-150,50,400,40,0,0.5,255,true,1,1,0,,,,22,#1A5F4A,left,none,26,,,,,,,,,,,"A horizontal ink stroke suggesting a name text, with varying thickness to create a natural handwritten appearance. The stroke has subtle ink wash effects. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
MessageItemContent1,MessageItem1,Label,,,消息项内容1,-150,0,400,60,0,0.5,255,true,1,1,0,,,,18,#333333,left,none,22,,,,,,,,,,,"A horizontal ink stroke suggesting a message content text, with varying thickness to create a natural handwritten appearance. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
MessageItemTime1,MessageItem1,Label,,,消息项时间1,-150,-40,200,30,0,0.5,200,true,1,1,0,,,,16,#666666,left,none,20,,,,,,,,,,,"A horizontal ink stroke suggesting a time text, with varying thickness to create a natural handwritten appearance. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
MessageItemUnread1,MessageItem1,Sprite,,unread_indicator.png,消息项未读1,250,0,20,20,0.5,0.5,255,true,1,1,0,,,,,,,,trim,true,,,,,,,,,,"A small unread indicator in Chinese ink painting style. The indicator has a traditional design with elegant brush stroke borders and a red fill. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
MessageItem2,MessageScrollView,Node,,,消息项2,0,180,650,150,0.5,0.5,255,true,1,1,0,,,,,,,,,,,,,,,,,,,,"N/A"
MessageItemBg2,MessageItem2,Sprite,,message_item_bg.png,消息项背景2,0,0,650,150,0.5,0.5,255,true,1,1,0,,,,,,,,trim,true,,,,,,,,,,"A message item card in Chinese ink painting style. The card has a traditional scroll or plaque design with elegant brush stroke borders and subtle rice paper texture. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
MessageItemAvatar2,MessageItem2,Sprite,,message_avatar.png,消息项头像2,-250,0,80,80,0.5,0.5,255,true,1,1,0,,,,,,,,trim,true,,,,,,,,,,"A user avatar in Chinese ink painting style. The avatar depicts a stylized user silhouette with flowing brush strokes. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
MessageItemName2,MessageItem2,Label,,,消息项名称2,-150,50,400,40,0,0.5,255,true,1,1,0,,,,22,#1A5F4A,left,none,26,,,,,,,,,,,"A horizontal ink stroke suggesting a name text, with varying thickness to create a natural handwritten appearance. The stroke has subtle ink wash effects. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
MessageItemContent2,MessageItem2,Label,,,消息项内容2,-150,0,400,60,0,0.5,255,true,1,1,0,,,,18,#333333,left,none,22,,,,,,,,,,,"A horizontal ink stroke suggesting a message content text, with varying thickness to create a natural handwritten appearance. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
MessageItemTime2,MessageItem2,Label,,,消息项时间2,-150,-40,200,30,0,0.5,200,true,1,1,0,,,,16,#666666,left,none,20,,,,,,,,,,,"A horizontal ink stroke suggesting a time text, with varying thickness to create a natural handwritten appearance. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
MessageItem3,MessageScrollView,Node,,,消息项3,0,10,650,150,0.5,0.5,255,true,1,1,0,,,,,,,,,,,,,,,,,,,,"N/A"
MessageItemBg3,MessageItem3,Sprite,,message_item_bg_read.png,消息项背景3,0,0,650,150,0.5,0.5,255,true,1,1,0,,,,,,,,trim,true,,,,,,,,,,"A read message item card in Chinese ink painting style. The card has a traditional scroll or plaque design with elegant brush stroke borders and subtle rice paper texture with a muted appearance. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
MessageItemAvatar3,MessageItem3,Sprite,,message_avatar.png,消息项头像3,-250,0,80,80,0.5,0.5,200,true,1,1,0,,,,,,,,trim,true,,,,,,,,,,"A user avatar in Chinese ink painting style. The avatar depicts a stylized user silhouette with flowing brush strokes. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
MessageItemName3,MessageItem3,Label,,,消息项名称3,-150,50,400,40,0,0.5,200,true,1,1,0,,,,22,#666666,left,none,26,,,,,,,,,,,"A horizontal ink stroke suggesting a name text, with varying thickness to create a natural handwritten appearance. The stroke has subtle ink wash effects. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
MessageItemContent3,MessageItem3,Label,,,消息项内容3,-150,0,400,60,0,0.5,200,true,1,1,0,,,,18,#666666,left,none,22,,,,,,,,,,,"A horizontal ink stroke suggesting a message content text, with varying thickness to create a natural handwritten appearance. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
MessageItemTime3,MessageItem3,Label,,,消息项时间3,-150,-40,200,30,0,0.5,200,true,1,1,0,,,,16,#999999,left,none,20,,,,,,,,,,,"A horizontal ink stroke suggesting a time text, with varying thickness to create a natural handwritten appearance. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
MessageEmptyState,MessageScrollView,Node,,,消息空状态,0,0,650,700,0.5,0.5,0,false,1,1,0,vertical,10,20,,,,,,,,,,,,,,,,,"N/A"
MessageEmptyImage,MessageEmptyState,Sprite,,message_empty.png,消息空图片,0,100,300,300,0.5,0.5,255,true,1,1,0,,,,,,,,trim,true,,,,,,,,,,"An empty state illustration in Chinese ink painting style. The illustration depicts a blank scroll or empty message box with subtle ink wash effects. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
MessageEmptyText,MessageEmptyState,Label,,,消息空文本,0,-50,500,100,0.5,0.5,255,true,1,1,0,,,,24,#666666,center,none,28,,,,,,,,,,,"A horizontal ink stroke suggesting an empty state text, with varying thickness to create a natural handwritten appearance. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."

BottomNavBar,NotificationPage,Node,,,底部导航栏,0,-600,750,100,0.5,0.5,255,true,1,1,0,horizontal,0,0,,,,,,,,,,,,,,,,,"N/A"
NavBarBg,BottomNavBar,Sprite,,nav_bar_bg.png,导航栏背景,0,0,750,100,0.5,0.5,255,true,1,1,0,,,,,,,,trim,true,,,,,,,,,,"An elegant navigation bar background in Chinese ink painting style. The bar has a subtle rice paper texture with traditional decorative elements and soft jade green gradient. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
NavButtonContainer,BottomNavBar,Node,,,导航按钮容器,0,0,700,80,0.5,0.5,255,true,1,1,0,horizontal,0,0,,,,,,,,,,,,,,,,,"N/A"
HomeNavButton,NavButtonContainer,Button,Button,home_nav.png,主页导航按钮,-280,0,100,80,0.5,0.5,200,true,1,1,0,,,,,,,,,,,scale,1.1,HomeNavButton,,,,,,,"A home/house icon in Chinese ink painting style with inactive state. The icon has flowing brush strokes with muted gray color. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
TaskNavButton,NavButtonContainer,Button,Button,task_nav.png,任务导航按钮,-140,0,100,80,0.5,0.5,200,true,1,1,0,,,,,,,,,,,scale,1.1,TaskNavButton,,,,,,,"A task/scroll icon in Chinese ink painting style with inactive state. The icon has flowing brush strokes with muted gray color. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
ChallengeNavButton,NavButtonContainer,Button,Button,challenge_nav.png,挑战导航按钮,0,0,100,80,0.5,0.5,200,true,1,1,0,,,,,,,,,,,scale,1.1,ChallengeNavButton,,,,,,,"A challenge/map icon in Chinese ink painting style with inactive state. The icon has flowing brush strokes with muted gray color. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
JourneyNavButton,NavButtonContainer,Button,Button,journey_nav.png,旅程导航按钮,140,0,100,80,0.5,0.5,200,true,1,1,0,,,,,,,,,,,scale,1.1,JourneyNavButton,,,,,,,"A journey/path icon in Chinese ink painting style with inactive state. The icon has flowing brush strokes with muted gray color. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
ShopNavButton,NavButtonContainer,Button,Button,shop_nav.png,商店导航按钮,280,0,100,80,0.5,0.5,200,true,1,1,0,,,,,,,,,,,scale,1.1,ShopNavButton,,,,,,,"A shop/store icon in Chinese ink painting style with inactive state. The icon has flowing brush strokes with muted gray color. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
