OnboardingTitle3,OnboardingTextArea3,Label,,,标题3,0,0,600,80,0.5,0.5,255,true,1,1,0,,,,32,#1A5F4A,center,none,36,,,,,,,,,,,"An elegant horizontal ink stroke suggesting a title area, with heart-shaped decorative elements. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
OnboardingDesc3,OnboardingTextArea3,Label,,,描述3,0,-100,600,120,0.5,0.5,255,true,1,1,0,,,,24,#333333,center,none,28,,,,,,,,,,,"Several horizontal ink strokes suggesting paragraph text, with varying lengths and subtle ink diffusion effects. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."

OnboardingImage4,OnboardingContent,Sprite,,onboarding_img4.png,个性化插画,0,0,600,500,0.5,0.5,0,false,1,1,0,,,,,,,,trim,true,,,,,,,,,,"A showcase of luxurious panda skins and home decorations with VIP preview elements. Various panda appearances with different accessories and styles. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
OnboardingTextArea4,OnboardingContent,Node,,,文本区域4,0,-300,600,200,0.5,0.5,0,false,1,1,0,vertical,10,10,,,,,,,,,,,,,,,,,"N/A"
OnboardingTitle4,OnboardingTextArea4,Label,,,标题4,0,0,600,80,0.5,0.5,255,true,1,1,0,,,,32,#1A5F4A,center,none,36,,,,,,,,,,,"An elegant horizontal ink stroke suggesting a title area, with decorative elements resembling customization options. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
OnboardingDesc4,OnboardingTextArea4,Label,,,描述4,0,-100,600,120,0.5,0.5,255,true,1,1,0,,,,24,#333333,center,none,28,,,,,,,,,,,"Several horizontal ink strokes suggesting paragraph text, with varying lengths and subtle ink diffusion effects. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."

OnboardingImage5,OnboardingContent,Sprite,,onboarding_img5.png,准备开始插画,0,0,600,500,0.5,0.5,0,false,1,1,0,,,,,,,,trim,true,,,,,,,,,,"A dynamic scene with auspicious clouds background and panda making an inviting gesture. The scene has golden light effects and traditional Chinese elements. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
OnboardingTextArea5,OnboardingContent,Node,,,文本区域5,0,-300,600,200,0.5,0.5,0,false,1,1,0,vertical,10,10,,,,,,,,,,,,,,,,,"N/A"
OnboardingTitle5,OnboardingTextArea5,Label,,,标题5,0,0,600,80,0.5,0.5,255,true,1,1,0,,,,32,#1A5F4A,center,none,36,,,,,,,,,,,"An elegant horizontal ink stroke suggesting a title area, with decorative elements resembling a journey beginning. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
OnboardingDesc5,OnboardingTextArea5,Label,,,描述5,0,-100,600,120,0.5,0.5,255,true,1,1,0,,,,24,#333333,center,none,28,,,,,,,,,,,"Several horizontal ink strokes suggesting paragraph text, with varying lengths and subtle ink diffusion effects. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."

OnboardingIndicator,OnboardingScreen,Node,,,指示点容器,0,-400,300,30,0.5,0.5,255,true,1,1,0,horizontal,0,20,,,,,,,,,,,,,,,,,"N/A"
OnboardingDot1,OnboardingIndicator,Sprite,,dot_active.png,指示点1,0,0,20,20,0.5,0.5,255,true,1,1,0,,,,,,,,trim,true,,,,,,,,,,"A small circular indicator with traditional Chinese decorative pattern, active state with jade green color. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
OnboardingDot2,OnboardingIndicator,Sprite,,dot_inactive.png,指示点2,0,0,20,20,0.5,0.5,200,true,1,1,0,,,,,,,,trim,true,,,,,,,,,,"A small circular indicator with traditional Chinese decorative pattern, inactive state with muted gray color. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
OnboardingDot3,OnboardingIndicator,Sprite,,dot_inactive.png,指示点3,0,0,20,20,0.5,0.5,200,true,1,1,0,,,,,,,,trim,true,,,,,,,,,,"A small circular indicator with traditional Chinese decorative pattern, inactive state with muted gray color. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
OnboardingDot4,OnboardingIndicator,Sprite,,dot_inactive.png,指示点4,0,0,20,20,0.5,0.5,200,true,1,1,0,,,,,,,,trim,true,,,,,,,,,,"A small circular indicator with traditional Chinese decorative pattern, inactive state with muted gray color. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
OnboardingDot5,OnboardingIndicator,Sprite,,dot_inactive.png,指示点5,0,0,20,20,0.5,0.5,200,true,1,1,0,,,,,,,,trim,true,,,,,,,,,,"A small circular indicator with traditional Chinese decorative pattern, inactive state with muted gray color. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."

OnboardingButtonContainer,OnboardingScreen,Node,,,按钮容器,0,-500,600,100,0.5,0.5,255,true,1,1,0,horizontal,0,30,,,,,,,,,,,,,,,,,"N/A"
SkipButton,OnboardingButtonContainer,Button,Button,skip_btn.png,跳过按钮,-150,0,150,60,0.5,0.5,200,true,1,1,0,,,,,,,,,,,color,1.1,SkipButton,,,,,,,"A traditional Chinese style button with soft rounded corners and subtle decorative elements. The button has a muted jade green gradient. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
SkipLabel,SkipButton,Label,,,跳过文本,0,0,150,60,0.5,0.5,255,true,1,1,0,,,,24,#FFFFFF,center,none,28,,,,,,,,,,,"A horizontal ink stroke suggesting a short text label, centered within the button area. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
NextButton,OnboardingButtonContainer,Button,Button,next_btn.png,下一步按钮,150,0,150,60,0.5,0.5,255,true,1,1,0,,,,,,,,,,,color,1.1,NextButton,,,,,,,"A traditional Chinese style button with soft rounded corners and cloud pattern decorative elements. The button has a vibrant jade green gradient with subtle particle effects. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
NextLabel,NextButton,Label,,,下一步文本,0,0,150,60,0.5,0.5,255,true,1,1,0,,,,24,#FFFFFF,center,none,28,,,,,,,,,,,"A horizontal ink stroke suggesting a short text label, centered within the button area. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
StartButton,OnboardingButtonContainer,Button,Button,start_btn.png,开始按钮,0,0,200,70,0.5,0.5,0,false,1,1,0,,,,,,,,,,,color,1.1,StartButton,,,,,,,"A luxurious traditional Chinese style button with elaborate cloud and dragon pattern decorative elements. The button has a vibrant jade green gradient with golden particle effects. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
StartLabel,StartButton,Label,,,开始文本,0,0,200,70,0.5,0.5,255,true,1,1,0,,,,28,#FFFFFF,center,none,32,,,,,,,,,,,"A horizontal ink stroke suggesting a short text label, centered within the button area. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
